Title,Summary,review_link,review_link-href,Review,Recommended-dishes,address,telephone,drinks,cuisine
"The East Pole","The East Pole is the uptown spinoff of the vaguely British fashion-crowd canteen the Fat Radish, on the Lower East Side. The loveliest dishes revolve around vegetables.","Read Review","http://www.nytimes.com/2014/01/22/dining/hungry-city-the-east-pole-on-the-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""It was midweek on the Upper East Side, and the maître d’ wore a calla lily speared through a tiny braid behind his head and garlands of amulets, including one draped across his brow.""},{""Review"":""Beyond him, the room was wall-to-wall blazers and wire-rimmed glasses, men with soufflés of gray-white hair and women whose beauty seemed to violate the rules of time, reminiscing about Art Basel or lamenting a burst pipe in the house on the Vineyard.""}]","singlepage.com/the-east-pole","133 East 65th Street,
                             Upper East Side","212-249-2222","Oysters; beetroot walnut hummus; peekytoe crab toast; roasted cauliflower; parsnip and wheat berry salad; carrot-hijiki salad; butternut squash cavatelli.","American, English"
"Chaiwali","On two lovingly decorated floors of a Harlem brownstone, this restaurant serves the relaxed, light-handed, modern food that Americans with roots in India may cook at home.","Read Review","http://www.nytimes.com/2016/04/27/dining/chaiwali-review-indian-food-harlem.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Greeting us when we walked into Chaiwali, the Indian restaurant she runs on the first two floors of her brownstone in Harlem, Anita Trehan had two tables to offer. All the others were taken. It was a busy Friday night.""},{""Review"":""“I have this long wood table here,” she said. “Or,” she continued, extending one arm toward the foot of the staircase leading to a second-story dining room, “I have this beautiful little marble table right there.” She sounded as if it were a prize she had been saving for the first people she thought would appreciate it.""}]","Two stories of a brownstone converted to a charming teahouse and restaurant. Servers are friendly, though apt at times to wander off or forget a dish.","274 Lenox Avenue,
                             Harlem","646-688-5414","Moderate except on weekends, when a band or a D.J. may be at work.","Indian"
"Inakaya","This Japanese restaurant specializes in robata, or grill cooking, done at the central counter","Read Review","http://www.nytimes.com/2009/04/22/dining/reviews/22brief1-001.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Inakaya""},{""Review"":""231 West 40th Street; (212) 354-2195. Inakayany.com""}]","null","null","null","null","null"
"Bohemian Spirit","At this Czech restaurant on the ground floor of the 120-year-old Bohemian National Hall, the mission is nostalgic nourishment -- this means beer-hall food served by no-nonsense waitresses in a lofty room.","Read Review","http://www.nytimes.com/2016/08/17/dining/bohemian-spirit-restaurant-yorkville-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""A hidden door in the wall sprang open one night at Bohemian Spirit in Yorkville on the Upper East Side. Through it strode a man with a froth of white beard, bearing down on my table with open arms.""},{""Review"":""He spoke in Czech, once the language of the surrounding streets, when immigrants from Central Bohemia worked at the local cigar factories by day and staged plays and talked literature by night. They may have gathered over meals much like this, eating strong red sausage roasted in dark beer, and sourdough rye in slabs, rubbed with fat teardrops of garlic.""}]","singlepage.com/bohemian-spirit","321 East 73rd Street,
                             Yorkville","212-861-1038","Beer-roasted sausage; smazeny syr (fried cheese); svickova (roast beef in cream sauce) with bread dumplings and cranberries; confit duck leg with red cabbage and potato dumplings. Prices $6 to $19.","Eastern European"
"Motorino","Motorino pies are great hot out of the oven, five minutes later, 10.","Read Review","http://www.nytimes.com/2010/02/17/dining/reviews/17rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""THERE was a television crew in Motorino in Williamsburg a couple of weeks ago, Michelle Park from NY1 shooting a segment with the restaurant’s chef, the elegant young Mathieu Palombino. He smiled shyly in chef’s whites.""},{""Review"":""There have been others. Fame stalks the restaurant, which has locations in Brooklyn and the East Village. Vice magazine came to film an episode of its “Munchies” program, which streams on VBS.tv. Frank Castronovo and Frank Falcinelli, who run the Frankies restaurants and Prime Meats out of a compound in Carroll Gardens, were the ostensible subjects, but they ventured to Motorino to eat pizza. They ended up spiriting Mr. Palombino back to their lair to make meatballs.""}]","A cafe-like setting filled with young neighborhood types warming themselves in the wink of the oven.","349 East 12th Street,
                             East Village","212-777-2644","A low and inoffensive hum.","Italian, Pizza"
"Forcella","Some of the pizzas at Forcella, a pizzeria serving Naples-style pies, are championship-caliber.","Read Review","http://www.nytimes.com/2011/12/21/dining/forcella-in-noho-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""GIULIO Adriani is still trying to make his mark on New York. Mr. Adriani, an Italian pizzaiolo, seemed ready to teach the city a thing or two about authentic Naples-style pizza when he appeared on the scene last year — here was a man with four pizza world championships under his belt, a blistering-hot wood-burning oven and a chef’s coat with his name stitched on the back just in case you forgot who was working the peel.""},{""Review"":""What he didn’t have was a good relationship with Olio Pizza e Più, the pizzeria in Greenwich Village that he moved here to start. After parting ways, Mr. Adriani resurfaced at Forcella, a pizzeria with two locations, one in Williamsburg, Brooklyn, that had its debut this summer and a flagship that opened recently in NoHo. Once again, Mr. Adriani has the stage.""}]","singlepage.com/forcella-2","334 Bowery,
                             NoHo","212-466-3300","Montanara, a margherita that’s fried, then topped and finished in the oven; secondigliano, a four-cheese pizza; and fuorigrotta, mozzarella and pecorino topped with thin slices of lemon and a pile of arugula.","Pizza"
"Fedora","Hip but friendly Fedora serves up an antique aesthetic, fatty-chic food and a modern Bohemian crowd.","Read Review","http://www.nytimes.com/2011/06/15/dining/reviews/fedora-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""RECENTLY OPENED""},{""Review"":"" FEDORA""}]","singlepage.com/fedora","239 West Fourth Street,
                             West Village","646-449-9336","Hush puppies, chicken liver toast, lobster salad, tongue, duck leg, chocolate cake with milk shots.","American"
"Butcher Bar","A butcher shop and a restaurant, meats can be taken home to your kitchen or served on the spot.","Read Review","http://www.nytimes.com/2012/02/08/dining/reviews/butcher-bar-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""WALK east from the subway along bustling 30th Avenue in Astoria, Queens, and you’ll pass several old-school meat markets. One, Greek-owned, often brandishes whole flayed animals.""},{""Review"":""Step into Butcher Bar a few blocks farther down and you’ll encounter a newer ethos. An austere 20-seat dining area is framed by a mirrored wall and blond wood. Beyond is an open kitchen, incorporating a prim showcase for pasture-raised pork and chicken and grass-fed, sometimes grain-finished beef. Cuts of meat can be taken home, to be prepared in your kitchen, or cooked and served on the spot.""}]","Subdued.","37-08 30th Avenue,
                             Astoria","718-606-8140","singlepage.com/butcher-bar","American, Barbecue"
"Whitehall Bar and Kitchen","British-themed and, surprisingly, kind of sexy.","Read Review","http://www.nytimes.com/2011/12/28/dining/reviews/whitehall-bar-and-kitchen-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""19 Greenwich Avenue (West 10th Street); (212) 675-7261; whitehall-nyc.com""},{""Review"":""The signature cocktails at Whitehall are numbered, suggesting severity. No. 1 ($10), though, tastes like a lovely cup of tea. Made from assam-leaf-infused vodka, orange marmalade and just enough milk to lend a cozy unctuousness, it’s a marvelous simulacrum. You can almost see the chipped Spode pot. To complete the illusion, a finger of shortbread is balanced on top.""}]","singlepage.com/whitehall-bar-and-kitchen","19 Greenwich Avenue,
                             West Village","212-675-7261","Pan-roasted squid, crisp shrimp &quot;cocktail,&quot; pressed duck terrine, mushy pea fritters.","English"
"Monument Lane","Pork potpie, sautéed brown trout and lobster rolls in a setting that evokes an early American tavern.","Read Review","http://www.nytimes.com/2011/08/03/dining/reviews/monument-lane-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Since opening in April, Monument Lane has tried hard to be a good citizen. The restaurant’s name refers to the neighborhood’s Colonial-era cow paths; its menu is deliberately old-fashioned; its huge glass corner windows invite passers-by to window-shop the place before trying it out. The servers are quirky but friendly, the look rustic. If there is an opposite of a velvet rope, Monument Lane has hung it out.""},{""Review"":""Even the bar snacks are inviting, like crunchy pork skins with a dip of honey and red wine vinegar ($5). With one of the thoughtfully composed cocktails, they make a fine course on their own.""}]","singlepage.com/monument-lane","103 Greenwich Avenue,
                             West Village","212-255-0155","Weekly changing menu, check the restaurant's website for up-to-date menu listings.","American"
