name,address,zipcode,cuisine,price,violation_code,critical_flag,grade,median_household_income,median_real_estate_value,population_density,cost_of_living,population,neighborhood,borough
little caesars,1332 saint nicholas ave,10033,italian,$,04N,Critical,A,41556,422100,97115,158.4,58710,Inwood and Washington Heights,Manhattan
subway,"1502 st. nicholas ave, ,",10033,,$,04M,Critical,A,41556,422100,97115,158.4,58710,Inwood and Washington Heights,Manhattan
dunkin' donuts,4353 broadway,10033,cafe,$$,04N,Critical,A,41556,422100,97115,158.4,58710,Inwood and Washington Heights,Manhattan
raices,"565 w 207th st,",10034,american bars spanish latin dominican,$$,10I,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
beans and vines,"4842 broadway, ,",10034,bars american,$$,08A,Not Critical,Z,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
anchor heights,"575 w 207th st,",10034,bars italian,$$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
chocnyc bakery,"4996 broadway, ,",10034,bakery desserts,$$,06D,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
7 tacos mexican cuisine corp,"101 sherman ave,",10034,mexican,$$,06D,Critical,B,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
brown sugar bar & restaurant,"5060 broadway,",10034,cuban american bars puerto rican latin dominican,$$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
the park view,"219 dyckman st, ,",10034,bars american,$$,06D,Critical,Z,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
garden cafe,"4961 broadway, ,",10034,armenian american,$$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
mamajuana cafe,"247 dyckman st, ,",10034,cuban american bars puerto rican spanish latin dominican,$$,04L,Critical,C,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
inwood bar and grill,"4892 broadway, ,",10034,bars barbeque american,$$,02B,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
elsa la reina del chicharron,"4840 broadway, ,",10034,cuban american puerto rican latin dominican,$,10F,Not Critical,C,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
inwood local wine bar & beer garden,"4957 broadway, ,",10034,bars american,$$,06D,Critical,B,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
pat'e palo bar & grill,"251 dyckman st,",10034,cuban american bars puerto rican latin dominican,$$$,06E,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
la essencia restaurant,"5085 broadway, ,",10034,cuban american puerto rican latin mexican dominican,$$,02H,Critical,C,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
la marina,"348 dyckman st,",10034,american,$$$,10B,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
sushi mambo,"431 w 202nd st,",10034,cuban american bars puerto rican latin japanese dominican,$$,04C,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
pick and eat 2,"4932 broadway, ,",10034,caribbean american,$$,02B,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
la essencia restaurant,"5085 broadway ave, ,",10034,cuban american puerto rican latin dominican,$$,02H,Critical,C,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
la lomita mexican deli,"3868 10th ave, ,",10034,mexican,$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
fantastic restaurant & lounge,"238 sherman ave, ,",10034,spanish latin american,$$,06D,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
darling coffee,"4961 broadway, ,",10034,cafe,$$,02G,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
grandpa's brick oven pizza,"4973 broadway, ,",10034,italian,$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
cocina taller,"416 b w 203rd st, ,",10034,cuban american bars puerto rican mediterranean latin dominican,$$,04A,Critical,B,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
la nueva espana restaurant,"606 w 207th st, ,",10034,cuban american puerto rican latin dominican,$$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
pizza haven,"4942 broadway, ste 207,",10034,italian,$,06C,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
capitol restaurant,"4933 broadway, ,",10034,american,$,08A,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
u like chinese take out,"4926 broadway, ,",10034,chinese,$,02B,Critical,B,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
el anafe express,"584 w 207th st, ,",10034,mexican spanish,$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
el valle seafood restaurant,"231 sherman ave, ,",10034,spanish latin american,$$,04L,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
papa john's pizza,"4927 broadway,",10034,italian,$$,10F,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
empire chinese restaurant,"563a w 207th st, ,",10034,chinese,$,06C,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
"tony's pizza, pasta & gyro","4771 broadway, ,",10034,italian,$,10B,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
delio's pizza,"553 w 207th st,",10034,italian,$,02G,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
twin donut,"5099 broadway, ,",10034,cafe,$,10I,Not Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
domino's pizza,"4797 broadway, ,",10034,italian,$$,04N,Critical,A,41171,354700,36854,155.0,41510,Inwood and Washington Heights,Manhattan
lechonera la isla,"256 e 125th st, ,",10035,cuban american puerto rican latin dominican,$,06D,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
guajillo mexican kitchen,"2277 1st ave, ,",10035,mexican,$$,06B,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
charlie's place & sushi,"1960 madison ave, ,",10035,bars japanese,$,02H,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
patsy's pizzeria,"2287 1st ave, ,",10035,italian,$$,04N,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
el kallejon botanas,209 e 117th st,10035,bars mexican,$$,06C,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
bosa's pizza of harlem,"256 e 125th st,",10035,italian,$$,02B,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
pipo's mexican restaurant,"166 e 118th st, ,",10035,mexican,$,08A,Not Critical,B,24533,445900,23985,172.1,33488,East Harlem,Manhattan
el patio dominicano,"1936 madison ave,",10035,caribbean spanish,$,04H,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
terrific wings tacos and things,"1901 lexington ave, ,",10035,mexican american,$$,04N,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
wendy's,"79 e 125 st, ,",10035,burgers american,$,10F,Not Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
jimbo's hamburger,"2027 lexington ave, ,",10035,burgers american,$,10F,Not Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
q & n foods,"107 e 125th st, ,",10035,,$,04N,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
new hong kong restaurant,"1907 lexington ave, ,",10035,chinese,$,06C,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
uptown veg and juice bar,"52 e 125th st, ,",10035,bars vegan cafe american,$$,08A,Not Critical,Z,24533,445900,23985,172.1,33488,East Harlem,Manhattan
kennedy fried chicken,"2232 3rd ave, ,",10035,,$,04L,Critical,Z,24533,445900,23985,172.1,33488,East Harlem,Manhattan
new wok express,"2133 3rd ave, ,",10035,chinese,$,06C,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
don paco lopez panaderia,"2129 3rd avenue, ,",10035,bakery mexican,$,10B,Not Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
ihop,"2082 lexington ave, ,",10035,american,$$,06D,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
pizza plus a whole lot more!,"2253 3rd ave, ,",10035,italian american,$,10F,Not Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
teng dragon,"2260 1st ave, ,",10035,chinese,$,02B,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
bagel tree,"245 e 124th st, ,",10035,cafe,$,02G,Critical,A,24533,445900,23985,172.1,33488,East Harlem,Manhattan
dim sum palace,"334 w 46th st,",10036,asian cantonese,$$,10F,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
ipanema restaurant,"43 w 46th st,",10036,portuguese brazilian latin american,$$,10B,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
the marshal,"628 10th ave,",10036,american,$$,04L,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
maple restaurant,"157 w 47th st, ,",10036,american,$$,04M,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
junior's restaurant & cheesecake,"1515 broadway,",10036,american,$$,10F,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
rustic table,"504 w 42nd st,",10036,mediterranean cafe,$$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
sean's bar and kitchen,"42 w 48th st,",10036,bars irish american,$$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
ootoya times square,"141 w 41st st, ,",10036,japanese,$$,02G,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
an'nam,"234 w 48th st, ,",10036,malaysia bars vietnamese japanese cambodian,$$,10F,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
butter  restaurant,70 w 45th st,10036,american,$$$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
ding bbq and hot pot restaurant,"234 w 48th st, ,",10036,chinese barbeque american,$$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
china xiang,"360 w 42nd street, ,",10036,asian chinese,$$,06C,Critical,Z,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
casa agave mexican bar & grill,693 9th ave,10036,bars mexican,$$,10B,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
gabriel kreuther,"41 w 42nd st, ,",10036,bars french,$$$$,08B,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
akdeniz mediterranean restaurant,"19 w 46th st, ,",10036,turkish,$$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
taqueria tehuitzingo,"578 9th ave, ,",10036,mexican,$,02B,Critical,B,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
stk midtown,"1114 avenue of the americas, ,",10036,bars american,$$$,04N,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
chirping chicken,"587 9th ave, ,",10036,,$,10B,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
sticky's finger joint,"598 9th ave, ,",10036,,$$,02B,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
sammy's house of bbq,"258 w 44th st,",10036,burgers barbeque,$$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
genuine roadside,"600 11th ave, ,",10036,american,$$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
bareburger,"366 w 46th st., ,",10036,burgers american,$$,08A,Not Critical,Z,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
hing won,"48 w 48th st, ,",10036,cantonese chinese,$,05D,Critical,B,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
turco mediterranean grill,"604 9th ave, ,",10036,mediterranean middle eastern,$,04M,Critical,Z,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
little italy pizza,"696 9th ave,",10036,italian,$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
the bistro (hbo cafeteria),"1100 ave of the americas, ,",10036,american,$$,04N,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
fresh from hell,"326 w 47th st,",10036,bars cafe,$$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
oaxaca taqueria,"405 w 44th st, ,",10036,mexican,$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
restaurant patrick,"40 w 45th st, , club quarters midtown",10036,american,$$$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
green fig,"570 10th ave, ,",10036,bars middle eastern american mediterranean,$$,10H,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
blue fin,"w hotel times square, 1567 broadway,",10036,bars seafood japanese,$$$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
spice grill,48 w 48th st,10036,indian,$$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
social drink and food,570 10th ave,10036,bars mediterranean,$$,04J,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
la vela dining and bar,"558 11th ave, ,",10036,bars italian,$$,06D,Critical,Z,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
cara mia,"654 9th ave, ,",10036,italian,$$,04K,Critical,B,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
gallo nero,"402 w 44th st, ,",10036,italian,$$,10C,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
chick-fil-a at 46th & 6th in-line,"1180 avenue of the americas,, ,",10036,,$,10B,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
sake bar hagi 46,"358 w 46th st, ,",10036,bars japanese,$$,06E,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
haru sushi,"229 w 43rd st, ste 221,",10036,bars japanese,$$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
frisson espresso,"326 w 47th st,",10036,cafe,$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
new york kimchi,"16 w 48th st, ,",10036,korean,$$,04N,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
hunt & fish club nyc,"125 w 44th st, ,",10036,bars seafood american,$$$$,02G,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
shorty's,"576 9th ave, ,",10036,bars american,$$,08A,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
kiabacca pizza and beer,"639 10th ave, ,",10036,bars italian american,$$,10F,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
the jolly goat coffee bar,"515 w 47th st,",10036,cafe,$,06D,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
wrapido,"673 9th ave, ,",10036,mediterranean middle eastern,$,08A,Not Critical,B,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
tasty hand pulled noodles ii,"648 9th ave, ,",10036,chinese,$$,09B,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
ivan ramen slurp shop,"600 11th ave,",10036,asian chinese,$$,08A,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
the counter,"7 times square, ,",10036,burgers american,$$,06C,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
ilili box,"row hotel nyc, 700 8th ave,",10036,mediterranean,$$,02G,Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
sushi seki times square,"365 w 46th st,",10036,bars japanese,$$$,10I,Not Critical,A,66599,810300,52183,165.6,23132,Chelsea and Clinton,Manhattan
subway,563 lenox ave,10037,,$,10A,Not Critical,A,37341,260200,65825,150.9,17377,Central Harlem,Manhattan
king garden restaurant,"1 w 137th st, 5 ave,",10037,chinese,$,02B,Critical,A,37341,260200,65825,150.9,17377,Central Harlem,Manhattan
da claudio,"21 ann st, ,",10038,bars italian,$$,10F,Not Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
bocadillo,"40 gold st,",10038,spanish,$$,09C,Not Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
il brigante,"214 front st, ,",10038,italian,$$,10F,Not Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
fresh salt,"146 beekman st, ,",10038,bars italian american,$$,04N,Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
trading post,"170 john st,",10038,bars american,$$,06D,Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
thai sliders & co. llc,"108 john st, ,",10038,thai,$$,10H,Not Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
kuu ramen,"20 john st, ,",10038,japanese chinese,$$,02H,Critical,Z,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
the malt house,"9 maiden ln, ,",10038,bars american,$$,02G,Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
augustine,"5 beekman st,",10038,french american,$$$,10F,Not Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
cafe patoro,"223 front st, ,",10038,bakery brazilian cafe,$,06D,Critical,A,66074,616300,67482,158.6,20082,Lower Manhattan,Manhattan
