name,address,zipcode,cuisine,price,rating,review_count
barbes restaurant,"19-21 e 36th st, ,",10016,moroccan french,$$,3.5,166
scotty's diner,"336 lexington ave, ,",10016,diners breakfast & brunch,$$,3.5,236
mishima restaurant,"164 lexington ave, ,",10016,japanese sushi bars,$$,3.5,90
ps 450,"450 park ave s, ,",10016,american (new) lounges cocktail bars,$$,3.0,752
the sea fire grill,"158 e 48th st,",10017,seafood steakhouses bars,$$$,4.5,563
udon west,"150 e 46th st, ,",10017,japanese noodles,$$,3.5,656
vitae,"4 e 46th st, ,",10017,american (new) wine bars cocktail bars,$$$,4.0,643
toscana 49,"143 east 49 st, ,",10017,italian,$$$,4.0,60
kuruma zushi,"7 e 47th st, 2nd fl,",10017,sushi bars japanese,$$$$,4.0,182
foxy johns bar & kitchen,"143 e 47th st, ,",10017,bars american (new) venues & event spaces,$$,4.0,130
allora ristorante,"145 e 47th st,",10017,italian bars,$$$,5.0,31
vermilion,"480 lexington ave, ,",10017,indian latin american,$$$,3.0,280
the bar downstairs,"485 5th ave, ,",10017,lounges tapas/small plates cocktail bars,$$$,4.0,260
sakagura,"211 e 43rd st, ,",10017,japanese,$$$,4.0,1420
soba totto,"211 e 43rd st, ,",10017,japanese,$$,4.0,595
luke's lobster midtown east,"207 e 43rd st, ,",10017,seafood,$$,4.0,230
annie moore's bar & restaurant,"22 east 41st st, new york,",10017,salad burgers irish pub,$$,4.0,29
nishida sho-ten,"302 e 49th st, ,",10017,ramen,$$,4.0,378
avra estiatorio,"141 e 48th st, ,",10017,seafood greek mediterranean,$$$,4.0,640
pampano,"209 e 49th st, ,",10017,mexican latin american,$$$,4.0,469
gin parlour,"111 e 48th st,",10017,diners bars breakfast & brunch,$$$,5.0,3
dos toros taqueria,"465 lexington ave, ,",10017,mexican,$$,4.0,106
herbs thai bistro,"251 e 45th st, ste 1,",10017,thai,$$,4.0,78
aretsky's patroon,"160 e 46th st,",10017,american (traditional) steakhouses,$$$,4.0,154
delicacy,"12 e 44th st, ,",10017,korean buffets american (traditional),$,4.0,39
sakanaya,"304 e 49th st,",10017,sushi bars japanese seafood,$$$$,4.5,24
pietros ristorante,"232 e 43rd st, ,",10017,steakhouses italian,$$$,4.0,69
eatsa,"285 madison ave, ste 101",10017,salad vegetarian fast food,$,4.5,50
great northern food hall,"grand central terminal, 89 e 42nd st",10017,food court bakeries delis,$$,4.0,92
café zaiya,"18 e 41st st, ,",10017,japanese desserts,$,4.0,899
agern,"grand central terminal, 89 e 42nd st,",10017,scandinavian bars,$$$$,4.0,87
hatsuhana sushi restaurant,"17 e 48th st, ,",10017,japanese sushi bars,$$$,4.0,894
roti modern mediterranean,"142 e 43rd st, ,",10017,mediterranean gluten-free sandwiches,$,4.0,117
lexington brass,"517 lexington ave, ,",10017,american (traditional) gluten-free breakfast & brunch,$$,3.5,588
davio's northern italian steakhouse,"447 lexington ave,",10017,steakhouses italian gluten-free,$$$,4.0,169
mona kitchen & market,"310 e 44th st, ,",10017,coffee & tea delis juice bars & smoothies,$,4.0,10
sushi tsushima,"210 e 44th st, ,",10017,japanese sushi bars,$$,3.5,168
sushi yasuda,"204 e 43rd st, ,",10017,japanese,$$$$,4.0,1760
blackwells pub and restaurant,"150 e 47th st, ,",10017,pubs american (traditional),$$,3.5,47
pickler & co,"216 e 45th st,",10017,delis coffee & tea breakfast & brunch,$,4.5,152
sandwicherie of new york,"202 e 42nd st, ,",10017,sandwiches salad breakfast & brunch,$$,4.0,61
sandwicherie of new york,"202 e 42nd st, ,",10017,sandwiches salad breakfast & brunch,$$,4.0,61
aburiya kinnosuke,"213 e 45th st,",10017,tapas/small plates izakaya,$$$,4.0,594
ristorante grifone,"244 e 46th st, ,",10017,italian,$$$,4.0,90
poulette midtown east,"304 e 49th st,",10017,french,$$,3.5,16
the capital grille,"155 e 42nd st,",10017,steakhouses seafood wine bars,$$$,4.0,622
la bellezza,"145 e 49th st, ,",10017,pizza,$,4.0,186
dainobu,"129 e 47th st, ,",10017,grocery japanese,$,3.5,167
num pang sandwich shop,"140 e 41st st,",10017,cambodian sandwiches,$,4.0,998
yogi korean bbq tacos,"49th st & 3rd ave, ,",10017,street vendors barbeque,$,4.5,99
cipriani le specialita,"120 e 42nd st, ,",10017,specialty food italian bakeries,$$,4.0,93
yama 49,"308 e 49th st, ,",10017,sushi bars japanese,$$,4.0,190
hello pasta,"708 3rd ave, ,",10017,italian fast food,$,2.0,18
tabletime,"20 e 42nd st,",10017,delis salad soup,$$,4.0,18
jef chinese,"919 2nd ave, ,",10017,shanghainese cantonese,$$,3.5,7
il postino,"337 east 49th st, ,",10017,italian,$$$$,4.0,73
caveman coffee cave @ brick,"465 lexington ave., ,",10017,cafes,$,5.0,19
ambassador grill,"one united nations plz, ,",10017,american (traditional) breakfast & brunch asian fusion,$$,4.0,3
sushi ginza onodera,"461 5th ave, ,",10017,sushi bars japanese,$$$$,4.5,48
jpmorgan chase cafeteria,"jp morgan chase, 270 park ave, fl 2,",10017,delis,$,3.5,4
wollensky grill,"210 e 49th st, ,",10017,american (new) seafood steakhouses,$$$,4.0,68
benton cafe,"156 e 45th st, ,",10017,japanese,$,4.0,114
the rawl,"212 e 45th st,",10017,asian fusion sushi bars,$$,3.5,67
osteria laguna,"209 e 42nd st, ,",10017,italian,$$,3.5,236
bread & butter,"757 3rd ave, ,",10017,sandwiches desserts korean,$,3.0,58
katsu-hama,"11 e 47th st, ,",10017,japanese,$$,3.5,657
tacos grand central,"153 e 43rd st, ,",10017,mexican,$,4.0,135
kaorumc,"306 e 46th st, ,",10017,piano bars,$$,4.5,59
cafe spice express,"109 e 42nd st, ,",10017,indian fast food pakistani,$$,2.5,51
restaurant riki,"141 e 45th st, ,",10017,japanese salad seafood,$$,3.5,290
thai-nam restaurant,"137 e 45th st, ,",10017,thai,$,2.0,38
zengo,"622 3rd ave, ,",10017,latin american asian fusion,$$$,3.5,667
pera mediterranean brasserie,"303 madison ave, ,",10017,turkish mediterranean middle eastern,$$$,3.5,327
the shop,"485 5th ave, ,",10017,american (new) bars,$$,3.5,127
sunrise mart,"12 e 41st st, ,",10017,grocery japanese,$,4.0,274
bento sushi & noodles,"685 3rd ave, ,",10017,noodles,$,2.5,60
la chula nyc,"89 e 42nd st, ,",10017,tacos,$,4.0,10
sinigual,"640 3rd ave, ,",10017,mexican bars,$$,3.5,515
mendy's food court,"109 e 42nd st, ,",10017,delis,$$,2.5,47
grand central oyster bar,"grand central station, 89 e 42nd st,",10017,seafood,$$$,3.5,1183
graso grill,"16 e 48th st, ,",10017,bagels sandwiches burgers,$$,4.0,151
benjamin steakhouse,"52 e 41st st, ,",10017,steakhouses seafood,$$$$,4.0,729
patsy's pizzeria,"801 2nd ave, ,",10017,italian pizza,$$,3.5,119
cipriani,"110 e 42nd st, ,",10017,italian specialty food,$$$$,3.5,75
the 300 club,"pricewaterhousecoopers llp, 300 madison avenue,",10017,delis,$,4.0,3
maggie's place,"21 e 47th st,",10017,bars american (new) venues & event spaces,$$,3.5,96
wolf & lamb steakhouse,"10 e 48th st, ,",10017,steakhouses kosher american (traditional),$$$,3.5,123
naya express,"688 3rd ave, ,",10017,mediterranean middle eastern,$$,4.0,292
atomic wings,"306 e 49th st,",10017,chicken wings,$$,2.5,4
magdy's,"46th st, ,",10017,food trucks cheesesteaks,$,4.0,22
wolfgang's steakhouse,"16 e 46th st, ,",10017,steakhouses,$$$,3.5,14
tudor cafe,"5 tudor city pl, fl 1,",10017,cafes,$,4.5,17
bierhaus nyc,"712 3rd ave, ,",10017,german bars,$$,3.5,439
henry's rooftop bar,"501 lexington ave, ,",10017,american (new) bars,$$,3.5,30
shih lee good eats,"311 e 45th st, ,",10017,chinese,$,3.5,92
delmonico nyc,"375 lexington ave, ,",10017,delis american (new),$,3.5,156
ny express biryani,"corner of soverign bank, 45th st & 3rd ave sw side,",10017,food stands,$,4.5,11
barnacho,"920 2nd ave, ,",10017,mexican breakfast & brunch cocktail bars,$$,3.5,30
tonkatsu matsunoya,"131 e 45th st,",10017,japanese,$$,3.5,23
cafe olympia,"833 2nd ave, ,",10017,delis,$$,2.5,105
taylor st baristas,"33 e 40th st, ,",10017,cafes coffee & tea,$,4.5,52
terri,"685 third avenue, ,",10017,vegan juice bars & smoothies sandwiches,$$,4.0,97
da noi,"214 e 49th st, ,",10017,italian venues & event spaces,$$$,4.0,93
99 cent fresh pizza,"151 e 43rd st, ,",10017,pizza,$,3.5,157
pershing square,"90 e 42nd st, ,",10017,american (traditional) breakfast & brunch seafood,$$,3.0,479
jerk pan,"48th st & park ave, ,",10017,caribbean food trucks,$,4.0,69
ground central,"800 2nd ave, ,",10017,cafes,$,4.5,68
la biblioteca,"622 third ave, ,",10017,lounges,$$,3.5,329
hop won restaurant,"139 e 45th st, ,",10017,chinese,$,3.0,110
morton's the steakhouse,"551 5th ave, ,",10017,steakhouses american (traditional) wine bars,$$$$,4.0,368
piccolo fiore,"230 e 44th st, ,",10017,italian,$$$,3.5,134
shinbashi,"7 e 48th st, ,",10017,japanese sushi bars,$$$,3.5,73
texas rotisserie & grill,"712 3rd avenue, ,",10017,southern barbeque,$$,3.5,3
a cafe,"459 lexington ave, ,",10017,sandwiches,$,3.0,3
elite food bar,"325 e 48th st, ,",10017,sandwiches,$,4.0,55
bookmarks,"library hotel, 299 madison ave,",10017,bars,$$$,3.5,151
sakura of japan,"819 2nd ave, ,",10017,japanese,$$,2.5,9
alcala restaurant,"246 e 44th st, ,",10017,spanish basque,$$$,3.5,89
kitto,"16 e 48th st, 2nd floor,",10017,japanese asian fusion,$$,3.0,92
ammos estiatorio,"52 vanderbilt ave, ,",10017,greek seafood,$$$,3.0,165
"fruit salad, fruit smoothies food cart","e 47th st & park, ,",10017,juice bars & smoothies fruits & veggies food stands,$,4.5,33
the comfort diner,"214 e 45th st, ,",10017,diners,$$,3.5,378
little italy,"1 e 43rd st, ,",10017,pizza,$,3.5,148
gente,"153 e 45th st, ,",10017,italian,$$,3.5,135
district social,"252 w 37th st,",10018,bars american (new),$$,4.0,155
trademark taste & grind,"38 w 36th st,",10018,bars american (new) venues & event spaces,$$,4.5,145
parker & quinn,"64 w 39th st, ,",10018,american (new) bars breakfast & brunch,$$,4.0,694
pokéworks,"63 w 37th st, ,",10018,hawaiian seafood poke,$$,4.0,1310
mercato,"352 w 39th st, ,",10018,italian,$$,4.0,549
havana ny,"58 w 38th st,",10018,cuban latin american,$$,4.0,36
coffeemania,"1065 ave of the americas,",10018,american (new) coffee & tea breakfast & brunch,$$$,4.5,28
crisp,"110 w 40th st, ,",10018,mediterranean,$$,4.0,294
calle dao,"38 w 39th st, ,",10018,cuban cocktail bars breakfast & brunch,$$,4.0,628
balade - your way,"144 west 37th st,",10018,lebanese mediterranean,$$,4.5,101
cafe tarantin,"302 w 38th st, ,",10018,mediterranean cafes,$$,4.5,137
il punto ristorante,"507 9th ave, ,",10018,italian wine bars,$$$,4.0,220
district tap house,"246 w 38th st, ,",10018,sports bars gastropubs pubs,$$,4.0,487
chef's table at brooklyn fare,"431 w 37th st, ,",10018,japanese,$$$$,4.5,355
zen ramen & sushi,"150 w 36 street, ,",10018,sushi bars ramen salad,$$,4.0,98
friedman's,"450 10th ave, ,",10018,breakfast & brunch gluten-free american (new),$$,4.0,262
go! go! curry!,"273 w 38th st, ,",10018,japanese,$,4.0,1151
casa nonna,"310 w 38th st, ,",10018,italian,$$$,4.0,325
boccone,"506 9th ave,",10018,italian tapas bars mediterranean,$$,4.5,15
zest szechuan,"45 w 39th st,",10018,szechuan,$$,4.0,140
black iron burger,"245 w 38th st,",10018,burgers,$$,4.0,437
the kati roll company,"49 w 39th st,",10018,indian halal,$,4.0,1064
tavola,"488 9th ave, ,",10018,italian pizza wine bars,$$,4.0,528
cocina del sur,"40 w 38th st, ,",10018,latin american,$$,4.0,32
sergimmo salumeria,"456 9th ave, ,",10018,italian sandwiches,$$,4.0,506
larb ubol,"480 9th ave,",10018,thai,$$,4.0,507
shawarma house,"70 w 39th st, ,",10018,halal mediterranean middle eastern,$,4.0,66
non solo piada,"302 w 37th st,",10018,italian breakfast & brunch,$,5.0,13
trattoria casa di isacco,"536 9th ave, ,",10018,italian seafood,$$,4.0,154
habanero blues,"29 w 36th st,",10018,mexican cocktail bars,$$,3.5,47
cafe mofongo,"316 w 39th st, ,",10018,dominican,$,4.0,29
jimmy's nyc,"156 w 38th st,",10018,lounges sushi bars puerto rican,$$$,4.0,32
indian project,"243 w 38th st,",10018,indian,$$,4.0,93
ooviña latin kitchen,"496 9th ave,",10018,wine bars gluten-free tapas/small plates,$$,4.0,150
ai fiori,"400 5th ave, 2nd level,",10018,italian french seafood,$$$$,4.0,870
99 cent fresh pizza,"143 w 40th st, ,",10018,pizza,$,4.0,18
keens steakhouse,"72 w 36th st, ,",10018,steakhouses,$$$$,4.0,1701
shake shack,"1333 broadway,",10018,american (traditional) burgers ice cream & frozen yogurt,$$,4.0,90
reichenbach hall,"5 w 37th st, ,",10018,bars german pretzels,$$,4.0,429
sarabeth's,"lord taylor, 424 5th ave, 5th fl,",10018,breakfast & brunch american (traditional),$$,2.0,31
nanoosh,"469 seventh ave, ,",10018,mediterranean,$$,4.0,39
new li yuan,"273 w 38th st, ,",10018,cantonese cafeteria bakeries,$,4.0,21
la panineria,"410 w 36th st, ,",10018,coffee & tea italian sandwiches,$$,5.0,4
el sabroso,"265 w 37th st, ,",10018,latin american sandwiches,$,4.0,104
subway,"126 w 41st st, ,",10018,sandwiches fast food,$,3.5,13
appetito ristorante,"47 w 39th st,",10018,italian,$$,2.5,41
aya sushi,"314 w 39th st,",10018,japanese,$$,4.0,160
koi restaurant,"bryant park hotel, 40 w 40th st,",10018,sushi bars japanese,$$$,3.5,581
kristalbelli,"8 w 36th st, ,",10018,korean,$$$,4.0,338
the picnic basket,"65 w 37th st, ,",10018,cafes sandwiches breakfast & brunch,$,4.0,327
bryant park grill,"25 w 40th st,",10018,bars american (new),$$$,3.5,682
snax spot,"534 9th ave, ,",10018,burgers fast food,$$,4.5,84
india kitchen,"493 9th ave,",10018,indian,$$,4.0,146
proper west,"54 w 39th st, ,",10018,sports bars american (new) lounges,$$,3.5,196
snack eos,"522 9th ave,",10018,greek mediterranean,$$,4.0,191
tabata ramen,"557 8th ave, ,",10018,japanese soup,$$,3.5,207
the hummus & pita,"616 8th ave, ,",10018,middle eastern mediterranean vegetarian,$,4.0,217
arno ristorante,"141 w 38th st, ,",10018,italian wine bars,$$$,3.5,140
cuisine of pakistan,"478 9th ave, ,",10018,pakistani,$,3.5,89
the skylark,"200 w 39th st, 30th fl,",10018,cocktail bars event planning & services,$$$,4.0,266
tír na nóg,"315 w 39th st,",10018,american (new) irish irish pub,$$,4.0,236
untamed sandwiches,"43 w 39th st, ,",10018,sandwiches gluten-free,$$,4.0,289
bonchon,"207 w 38th st, ,",10018,korean chicken wings asian fusion,$$,3.5,818
clyde frazier's wine and dine,"485 10th ave, ,",10018,american (new) diners sports bars,$$,3.5,364
kobeyaki,"110 w 40th st, ,",10018,japanese sushi bars burgers,$$,3.5,229
siblings nyc,"498 9th ave, ,",10018,american (new),$,3.0,22
delmonico's kitchen,"207 w 36th st, ,",10018,steakhouses,$$$,3.5,250
zendo,"480 ninth ave, ,",10018,lounges asian fusion,$$,3.0,21
zendo,"480 ninth ave, ,",10018,lounges asian fusion,$$,3.0,21
chopstick house,"130 w 36th st, ,",10018,chinese japanese,$,2.0,54
carragher's pub & restaurant,"228 w 39th st, ,",10018,pubs sports bars british,$$,4.0,83
kashmir 9,"478 9th ave,",10018,halal pakistani desserts,$,4.0,2
chicken house,"270 w 36th st, ,",10018,chicken wings vietnamese sandwiches,$,4.0,84
maoz falafel & grill,"683 8th ave, ,",10018,falafel salad middle eastern,$,4.0,93
southwest porch,"bryant park, 40th st and 6th ave,",10018,american (new) bars,$$,3.5,118
blaggards pub,"8 w 38th st, ,",10018,pubs irish,$$,3.0,116
capizzi,"547 9th ave, ,",10018,pizza,$$,4.0,573
savour sichuan,"108 w 39th st, ,",10018,szechuan dim sum asian fusion,$$,3.5,120
wok to walk,"570 8th ave, ,",10018,asian fusion fast food,$,3.5,256
taqueria diana,"524 9th ave,",10018,mexican,$$,4.0,75
osaka,"535 8th ave, ,",10018,japanese sushi bars,$$,2.0,73
jonny's panini,"493a 9th ave,",10018,cafes sandwiches,$$,4.5,137
lan sheng szechuan food restaurant,"128 w 36th st,",10018,szechuan bars,$$,3.5,18
noodle 36,"305 w 36th st, ,",10018,chinese noodles,$,3.0,5
schnipper's quality kitchen,"620 8th ave, ,",10018,american (traditional) comfort food,$$,3.5,739
maison kayser,"8 w 40th st, ,",10018,bakeries french desserts,$$,4.0,226
inakaya,"new york times bldg, 231 w 40th st,",10018,japanese sushi bars,$$$,3.5,383
chick-fil-a,"1000 avenue of the americas, ,",10018,fast food,$,4.0,394
pig n whistle,"202 w 36th st, ,",10018,pubs american (new) sports bars,$$,3.5,114
kiss my slice,"274 w 40th st,",10018,pizza,$,4.0,57
szechuan gourmet,"21 w 39th st, ,",10018,szechuan,$$,3.5,786
piccolo cafe,"274 w 40th st,",10018,coffee & tea italian sandwiches,$$,4.0,185
pomodoro,"518 9th ave, ,",10018,italian sandwiches,$$,4.0,89
golden crust,"601 8th avenue, ,",10018,diners coffee & tea breakfast & brunch,$,2.5,28
grace cafe,"572 8th ave, new york,",10018,sandwiches cafes,$,4.5,6
royal halal,"44th st and 6th ave, ,",10018,halal food trucks,$,4.5,57
ramini espresso bar & cafe,"265 w 37th st, ,",10018,coffee & tea cafes,$,4.5,138
the cafe grind,"477 10th ave,",10018,breakfast & brunch coffee & tea hawaiian,$$,3.5,115
main noodle house,"1011 6th ave, ,",10018,chinese noodles,$$,3.5,283
tio pio west,"46 w 36th st,",10018,latin american,$,3.5,42
frankie & johnnie's steak house,"32 w 37th st, ,",10018,steakhouses american (new),$$$,3.5,117
the strand bistro,"33 w 37th st, ,",10018,american (new),$$,3.5,112
thai select,"472 9th ave, ,",10018,thai,$$,3.5,403
cafe zaiya,"kinokuniya bookstore, 1073 6th ave, fl 2,",10018,desserts coffee & tea japanese,$,3.5,148
sakura of japan,"1369 broadway,",10018,japanese,$$,2.0,5
hole in the wall coffee,"420 5th ave,",10018,coffee & tea donuts sandwiches,$$,4.5,60
international gourmet kitchen,"505 8th ave, ,",10018,american (new) asian fusion,$,3.5,89
colbeh,"32 w 39th st, ,",10018,persian/iranian mediterranean,$$$,2.5,92
the vegetable garden,"243 w 38th st, ,",10018,vegetarian bagels kosher,$$,2.0,8
black tap craft burger & beers,"136 w 55th st,",10019,burgers beer bar,$$$,4.0,45
tanner smiths,"204 w 55 st, ,",10019,cocktail bars american (new) breakfast & brunch,$$,4.5,505
topaz noodle bar,"129 w 56th st, ,",10019,thai,$$,4.5,183
marea,"240 central park s, ,",10019,italian seafood,$$$$,4.0,1439
viceversa,"325 w 51st st, ,",10019,italian,$$$,4.0,186
the back room,"153 w 57th st, ,",10019,american (new),$$$,4.0,113
chong qing xiao mian,"796 9th ave,",10019,noodles,$$,4.5,62
yakitori totto,"251 w 55th st, fl 2,",10019,izakaya,$$$,4.0,1024
lillie's victorian bar & restaurant,"249 w 49th st, ,",10019,bars british gastropubs,$$,4.0,880
ippudo westside,"321 w 51st st,",10019,ramen,$$,4.0,2366
kilo,"857 9th ave, ,",10019,tapas bars wine bars modern european,$$,4.0,314
mozzarella & vino,"33 w 54th st, ,",10019,italian,$$,4.0,113
the greek kitchen,"889 10th ave, ,",10019,greek mediterranean,$$,4.0,285
pure thai cookhouse,"766 9th ave, ,",10019,thai,$$,4.0,1802
souvlaki gr,"162 w 56th st,",10019,greek,$$,4.0,214
estiatorio milos,"125 w 55th st, ,",10019,seafood greek mediterranean,$$$$,4.0,619
hama japanese cuisine,"11 w 51st st, ,",10019,sushi bars japanese,$$,4.0,155
9ten restaurant,"910 7th ave, ,",10019,american (new) bars pizza,$$,4.0,67
soba noodle azuma 55,"251 w 55th st,",10019,noodles,$$,4.0,48
bengal tiger indian food,"58 w 56th st, 2nd fl,",10019,indian,$$,4.5,751
pam real thai food,"404 w 49th st, ,",10019,thai,$$,3.5,555
